adcode,name,lng,lat
220781,扶余市,126.042758,44.986199
220800,白城市,122.841114,45.619026
220802,洮北区,122.842499,45.619253
220821,镇赉县,123.202246,45.846089
220822,通榆县,123.088543,44.80915
220881,洮南市,122.783779,45.339113
220882,大安市,124.291512,45.507648
222400,延边朝鲜族自治州,129.513228,42.904823
222401,延吉市,129.51579,42.906964
222402,图们市,129.846701,42.966621
222403,敦化市,128.22986,43.366921
222404,珲春市,130.365787,42.871057
222405,龙井市,129.425747,42.771029
222406,和龙市,129.008748,42.547004
222424,汪清县,129.766161,43.315426
222426,安图县,128.901865,43.110994
230000,黑龙江省,126.642464,45.756967
230100,哈尔滨市,126.642464,45.756967
230200,齐齐哈尔市,123.95792,47.342081
230300,鸡西市,130.975966,45.300046
230400,鹤岗市,130.277487,47.332085
230500,双鸭山市,131.157304,46.643442
230600,大庆市,125.11272,46.590734
230700,伊春市,128.899396,47.724775
230800,佳木斯市,130.361634,46.809606
230900,七台河市,131.015584,45.771266
231000,牡丹江市,129.618602,44.582962
231100,黑河市,127.499023,50.249585
231200,绥化市,126.99293,46.637393
232700,大兴安岭地区,124.711526,52.335262
230100,哈尔滨市,126.642464,45.756967
230102,道里区,126.612532,45.762035
230103,南岗区,126.652098,45.755971
230104,道外区,126.648838,45.78454
230108,平房区,126.629257,45.605567
230109,松北区,126.563066,45.814656
230110,香坊区,126.667049,45.713067
230111,呼兰区,126.603302,45.98423
230112,阿城区,126.972726,45.538372
230113,双城区,126.308784,45.377942
230123,依兰县,129.565594,46.315105
230124,方正县,128.836131,45.839536
230125,宾县,127.48594,45.759369
230126,巴彦县,127.403602,46.081889
230127,木兰县,128.042675,45.949826
230128,通河县,128.747786,45.977618
230129,延寿县,128.331886,45.455648
230183,尚志市,127.968539,45.214953
230184,五常市,127.15759,44.919418
230200,齐齐哈尔市,123.95792,47.342081
230202,龙沙区,123.957338,47.341736
230203,建华区,123.955888,47.354494
230204,铁锋区,123.973555,47.339499
230205,昂昂溪区,123.813181,47.156867
230206,富拉尔基区,123.638873,47.20697
230207,碾子山区,122.887972,47.51401
230208,梅里斯达斡尔族区,123.754599,47.311113
230221,龙江县,123.187225,47.336388
230223,依安县,125.307561,47.890098
230224,泰来县,123.41953,46.39233
230225,甘南县,123.506034,47.917838
230227,富裕县,124.469106,47.797172
230229,克山县,125.874355,48.034342
230230,克东县,126.249094,48.03732
230231,拜泉县,126.091911,47.607363
230281,讷河市,124.882172,48.481133
230300,鸡西市,130.975966,45.300046
230302,鸡冠区,130.974374,45.30034
230303,恒山区,130.910636,45.213242
230304,滴道区,130.846823,45.348812
230305,梨树区,130.697781,45.092195
230306,城子河区,131.010501,45.338248
230307,麻山区,130.481126,45.209607
230321,鸡东县,131.148907,45.250892
230381,虎林市,132.973881,45.767985
230382,密山市,131.874137,45.54725
230400,鹤岗市,130.277487,47.332085
230402,向阳区,130.292478,47.345372
230403,工农区,130.276652,47.331678
230404,南山区,130.275533,47.31324
230405,兴安区,130.236169,47.252911
230406,东山区,130.31714,47.337385
230407,兴山区,130.30534,47.35997
230421,萝北县,130.829087,47.577577
230422,绥滨县,131.860526,47.289892
230500,双鸭山市,131.157304,46.643442
230502,尖山区,131.15896,46.642961
230503,岭东区,131.163675,46.591076
230505,四方台区,131.333181,46.594347
230506,宝山区,131.404294,46.573366
230521,集贤县,131.13933,46.72898
230522,友谊县,131.810622,46.775159
230523,宝清县,132.206415,46.328781
230524,饶河县,134.021162,46.801288
230600,大庆市,125.11272,46.590734
230602,萨尔图区,125.114643,46.596356
230603,龙凤区,125.145794,46.573948
230604,让胡路区,124.868341,46.653254
230605,红岗区,124.889528,46.403049
230606,大同区,124.818509,46.034304
230621,肇州县,125.273254,45.708685
230622,肇源县,125.081974,45.518832
230623,林甸县,124.877742,47.186411
230624,杜尔伯特蒙古族自治县,124.446259,46.865973
230700,伊春市,128.899396,47.724775
230702,伊春区,128.899284,47.726851
230703,南岔区,129.28246,47.137314
230704,友好区,128.838961,47.854303
230705,西林区,129.311441,47.479437
230706,翠峦区,128.671746,47.726228
230707,新青区,129.52995,48.288292
230708,美溪区,129.133411,47.636102
230709,金山屯区,129.435944,47.41295
230710,五营区,129.245028,48.108204
230711,乌马河区,128.802941,47.726961
230712,汤旺河区,129.57224,48.453651
230713,带岭区,129.021151,47.027532
230714,乌伊岭区,129.437847,48.59112
230715,红星区,129.388796,48.238368
230716,上甘岭区,129.02508,47.974859
230722,嘉荫县,130.397684,48.891378
230781,铁力市,128.030561,46.985772
230800,佳木斯市,130.361634,46.809606
230803,向阳区,130.361786,46.809645
230804,前进区,130.377684,46.812345
230805,东风区,130.403297,46.822476
230811,郊区,130.351588,46.80712
230822,桦南县,130.570112,46.240118
230826,桦川县,130.723713,47.023039
230828,汤原县,129.904463,46.730048
230833,抚远县,134.294501,48.364707
230881,同江市,132.510119,47.651131
230882,富锦市,132.037951,47.250747
230900,七台河市,131.015584,45.771266
230902,新兴区,130.889482,45.794258
230903,桃山区,131.015848,45.771217
230904,茄子河区,131.071561,45.776587
230921,勃利县,130.575025,45.751573
231000,牡丹江市,129.618602,44.582962
231002,东安区,129.623292,44.582399
231003,阳明区,129.634645,44.596328
231004,爱民区,129.601232,44.595443
231005,西安区,129.61311,44.581032
231024,东宁县,131.125296,44.063578
231025,林口县,130.268402,45.286645
231081,绥芬河市,131.164856,44.396864
231083,海林市,129.387902,44.574149
231084,宁安市,129.470019,44.346836
231085,穆棱市,130.527085,44.91967
231100,黑河市,127.499023,50.249585
231102,爱辉区,127.497639,50.249027
231121,嫩江县,125.229904,49.177461
231123,逊克县,128.476152,49.582974
231124,孙吴县,127.327315,49.423941
231181,北安市,126.508737,48.245437
231182,五大连池市,126.197694,48.512688
231200,绥化市,126.99293,46.637393
231202,北林区,126.990665,46.634912
231221,望奎县,126.484191,46.83352
231222,兰西县,126.289315,46.259037
231223,青冈县,126.112268,46.686596
231224,庆安县,127.510024,46.879203
231225,明水县,125.907544,47.183527
231226,绥棱县,127.111121,47.247195
231281,安达市,125.329926,46.410614
231282,肇东市,125.991402,46.069471
231283,海伦市,126.969383,47.460428
232700,大兴安岭地区,124.711526,52.335262
232701,加格达奇区,124.126716,50.424654
232721,呼玛县,126.662105,51.726998
232722,塔河县,124.710516,52.335229
232723,漠河县,122.536256,52.972074
310000,上海市,121.472644,31.231706
310100,上海市市辖区,121.472644,31.231706
310101,黄浦区,121.490317,31.222771
310104,徐汇区,121.43752,31.179973
310105,长宁区,121.4222,31.218123
310106,静安区,121.448224,31.229003
310107,普陀区,121.392499,31.241701
310108,闸北区,121.465689,31.25318
310109,虹口区,121.491832,31.26097
310110,杨浦区,121.522797,31.270755
310112,闵行区,121.375972,31.111658
310113,宝山区,121.489934,31.398896
310114,嘉定区,121.250333,31.383524
310115,浦东新区,121.567706,31.245944
310116,金山区,121.330736,30.724697
310117,松江区,121.223543,31.03047
310118,青浦区,121.113021,31.151209
310120,奉贤区,121.458472,30.912345
310200,上海市郊县,121.397417,31.623587
310230,崇明县,121.397516,31.626946
310100,上海市市辖区,121.472644,31.231706
310101,黄浦区,121.490317,31.222771
310104,徐汇区,121.43752,31.179973
310105,长宁区,121.4222,31.218123
310106,静安区,121.448224,31.229003
310107,普陀区,121.392499,31.241701
310108,闸北区,121.465689,31.25318
310109,虹口区,121.491832,31.26097
310110,杨浦区,121.522797,31.270755
310112,闵行区,121.375972,31.111658
310113,宝山区,121.489934,31.398896
310114,嘉定区,121.250333,31.383524
310115,浦东新区,121.567706,31.245944
310116,金山区,121.330736,30.724697
310117,松江区,121.223543,31.03047
310118,青浦区,121.113021,31.151209
310120,奉贤区,121.458472,30.912345
310200,上海市郊县,121.397417,31.623587
310230,崇明县,121.397516,31.626946
320000,江苏省,118.767413,32.041544
320100,南京市,118.767413,32.041544
320200,无锡市,120.301663,31.574729
320300,徐州市,117.184811,34.261792
320400,常州市,119.946973,31.772752
320500,苏州市,120.619585,31.299379
320600,南通市,120.864608,32.016212
320700,连云港市,119.178821,34.600018
320800,淮安市,119.021265,33.597506
320900,盐城市,120.139998,33.377631
321000,扬州市,119.421003,32.393159
321100,镇江市,119.452753,32.204402
321200,泰州市,119.915176,32.484882
321300,宿迁市,118.275162,33.963008
320100,南京市,118.767413,32.041544
320102,玄武区,118.792199,32.050678
320104,秦淮区,118.786088,32.033818
320105,建邺区,118.732688,32.004538
320106,鼓楼区,118.769739,32.066966
320111,浦口区,118.625307,32.05839
320113,栖霞区,118.808702,32.102147
320114,雨花台区,118.77207,31.995946
320115,江宁区,118.850621,31.953418
320116,六合区,118.85065,32.340655
320117,溧水区,119.028732,31.653061
320118,高淳区,118.87589,31.327132
320200,无锡市,120.301663,31.574729
320202,崇安区,120.301627,31.574705
320203,南长区,120.308448,31.563759
320204,北塘区,120.295159,31.586575
320205,锡山区,120.357298,31.585559
320206,惠山区,120.303543,31.681019
320211,滨湖区,120.266053,31.550228
320281,江阴市,120.275891,31.910984
320282,宜兴市,119.820538,31.364384
320300,徐州市,117.184811,34.261792
320302,鼓楼区,117.192941,34.269397
320303,云龙区,117.194589,34.254805
320305,贾汪区,117.450212,34.441642
320311,泉山区,117.182225,34.262249
320312,铜山区,117.183894,34.19288
320321,丰县,116.592888,34.696946
320322,沛县,116.937182,34.729044
320324,睢宁县,117.95066,33.899222
320381,新沂市,118.345828,34.368779
320382,邳州市,117.963923,34.314708
320400,常州市,119.946973,31.772752
320402,天宁区,119.963783,31.779632
320404,钟楼区,119.948388,31.78096
320411,新北区,119.974654,31.824664
320412,武进区,119.958773,31.718566
320481,溧阳市,119.487816,31.427081
320500,苏州市,120.619585,31.299379
320505,虎丘区,120.566833,31.294845
320506,吴中区,120.624621,31.270839
320507,相城区,120.618956,31.396684
320508,姑苏区,120.622249,31.311414
320509,吴江区,120.641601,31.160404
320581,常熟市,120.74852,31.658156
320582,张家港市,120.543441,31.865553
320583,昆山市,120.958137,31.381925
320585,太仓市,121.112275,31.452568
320600,南通市,120.864608,32.016212
320602,崇川区,120.86635,32.015278
320611,港闸区,120.8339,32.040299
320612,通州区,121.073171,32.084287
320621,海安县,120.465995,32.540289
320623,如东县,121.186088,32.311832
320681,启东市,121.659724,31.810158
320682,如皋市,120.566324,32.391591
320684,海门市,121.176609,31.893528
320700,连云港市,119.178821,34.600018
320703,连云区,119.366487,34.739529
320706,海州区,119.179793,34.601584
320707,赣榆区,119.128774,34.839154
320722,东海县,118.766489,34.522859
320723,灌云县,119.255741,34.298436
320724,灌南县,119.352331,34.092553
320800,淮安市,119.021265,33.597506
320802,清河区,119.019454,33.603234
320803,淮安区,119.14634,33.507499
320804,淮阴区,119.020817,33.622452
320811,清浦区,119.030498,33.58074
320826,涟水县,119.266078,33.771308
320829,洪泽县,118.867875,33.294975
320830,盱眙县,118.493823,33.00439
320831,金湖县,119.016936,33.018162
320900,盐城市,120.139998,33.377631
320902,亭湖区,120.136078,33.383912
320903,盐都区,120.139753,33.341288
320921,响水县,119.579573,34.19996
320922,滨海县,119.828434,33.989888
320923,阜宁县,119.805338,33.78573
320924,射阳县,120.257444,33.773779
320925,建湖县,119.793105,33.472621
320981,东台市,120.314101,32.853174
321000,扬州市,119.421003,32.393159
321002,广陵区,119.442267,32.392154
321003,邗江区,119.397777,32.377899
321012,江都区,119.567481,32.426564
321023,宝应县,119.321284,33.23694
321081,仪征市,119.182443,32.271965
321084,高邮市,119.443842,32.785164
321100,镇江市,119.452753,32.204402
321102,京口区,119.454571,32.206191
321111,润州区,119.414877,32.213501
321112,丹徒区,119.433883,32.128972
321181,丹阳市,119.581911,31.991459
321182,扬中市,119.828054,32.237266
321183,句容市,119.167135,31.947355
321200,泰州市,119.915176,32.484882
321202,海陵区,119.920187,32.488406
321203,高港区,119.88166,32.315701
321204,姜堰区,120.148208,32.508483
321281,兴化市,119.840162,32.938065
321282,靖江市,120.26825,32.018168
321283,泰兴市,120.020228,32.168784
321300,宿迁市,118.275162,33.963008
321302,宿城区,118.278984,33.937726
321311,宿豫区,118.330012,33.941071
321322,沭阳县,118.775889,34.129097
321323,泗阳县,118.681284,33.711433
321324,泗洪县,118.211824,33.456538
330000,浙江省,120.153576,30.287459
330100,杭州市,120.153576,30.287459
330200,宁波市,121.549792,29.868388
330300,温州市,120.672111,28.000575
330400,嘉兴市,120.750865,30.762653
330500,湖州市,120.102398,30.867198
330600,绍兴市,120.582112,29.997117
330700,金华市,119.649506,29.089524
330800,衢州市,118.87263,28.941708
330900,舟山市,122.106863,30.016028
331000,台州市,121.428599,28.661378
331100,丽水市,119.921786,28.451993
330100,杭州市,120.153576,30.287459
330102,上城区,120.171465,30.250236
330103,下城区,120.172763,30.276271
330104,江干区,120.202633,30.266603
330105,拱墅区,120.150053,30.314697
330106,西湖区,120.147376,30.272934
330108,滨江区,120.21062,30.206615
330109,萧山区,120.27069,30.162932
330110,余杭区,120.301737,30.421187
330111,富阳区,119.949869,30.049871
330122,桐庐县,119.685045,29.797437
330127,淳安县,119.044276,29.604177
330182,建德市,119.279089,29.472284
330185,临安市,119.715101,30.231153
330200,宁波市,121.549792,29.868388
330203,海曙区,121.539698,29.874452
330204,江东区,121.572991,29.866542
330205,江北区,121.559282,29.888361
330206,北仑区,121.831303,29.90944
330211,镇海区,121.713162,29.952107
330212,鄞州区,121.558436,29.831662
330225,象山县,121.877091,29.470206
330226,宁海县,121.432606,29.299836
330281,余姚市,121.156294,30.045404
330282,慈溪市,121.248052,30.177142
330283,奉化市,121.41089,29.662348
330300,温州市,120.672111,28.000575
330302,鹿城区,120.674231,28.003352
330303,龙湾区,120.763469,27.970254
330304,瓯海区,120.637145,28.006444
330324,永嘉县,120.690968,28.153886
330326,平阳县,120.564387,27.6693
330327,苍南县,120.406256,27.507743
330328,文成县,120.09245,27.789133
330329,泰顺县,119.71624,27.557309
330381,瑞安市,120.646171,27.779321
330382,乐清市,120.967147,28.116083
330400,嘉兴市,120.750865,30.762653
330402,南湖区,120.749953,30.764652
330411,秀洲区,120.720431,30.763323
330421,嘉善县,120.921871,30.841352
330424,海盐县,120.942017,30.522223
330481,海宁市,120.688821,30.525544
330482,平湖市,121.014666,30.698921
330483,桐乡市,120.551085,30.629065
330500,湖州市,120.102398,30.867198
330502,吴兴区,120.101416,30.867252
330503,南浔区,120.417195,30.872742
330521,德清县,119.967662,30.534927
330522,长兴县,119.910122,31.00475
330523,安吉县,119.687891,30.631974
330600,绍兴市,120.582112,29.997117
330602,越城区,120.585315,29.996993
330603,柯桥区,120.476075,30.078038
330604,上虞区,120.874185,30.016769
330624,新昌县,120.905665,29.501205
330681,诸暨市,120.244326,29.713662
330683,嵊州市,120.82888,29.586606
330700,金华市,119.649506,29.089524
330702,婺城区,119.652579,29.082607
330703,金东区,119.681264,29.095835
330723,武义县,119.819159,28.896563
330726,浦江县,119.893363,29.451254
330727,磐安县,120.44513,29.052627
330781,兰溪市,119.460521,29.210065
330782,义乌市,120.074911,29.306863
330783,东阳市,120.23334,29.262546
330784,永康市,120.036328,28.895293
330800,衢州市,118.87263,28.941708
330802,柯城区,118.873041,28.944539
330803,衢江区,118.957683,28.973195
330822,常山县,118.521654,28.900039
330824,开化县,118.414435,29.136503
330825,龙游县,119.172525,29.031364
330881,江山市,118.627879,28.734674
330900,舟山市,122.106863,30.016028
330902,定海区,122.108496,30.016423
330903,普陀区,122.301953,29.945614
330921,岱山县,122.201132,30.242865
330922,嵊泗县,122.457809,30.727166
331000,台州市,121.428599,28.661378
331002,椒江区,121.431049,28.67615
331003,黄岩区,121.262138,28.64488
331004,路桥区,121.37292,28.581799
331021,玉环县,121.232337,28.12842
331022,三门县,121.376429,29.118955
331023,天台县,121.031227,29.141126
331024,仙居县,120.735074,28.849213
331081,温岭市,121.373611,28.368781
331082,临海市,121.131229,28.845441
331100,丽水市,119.921786,28.451993
331102,莲都区,119.922293,28.451103
331121,青田县,120.291939,28.135247
331122,缙云县,120.078965,28.654208
331123,遂昌县,119.27589,28.5924
331124,松阳县,119.485292,28.449937
331125,云和县,119.569458,28.111077
331126,庆元县,119.067233,27.618231
331127,景宁畲族自治县,119.634669,27.977247
331181,龙泉市,119.132319,28.069177
340000,安徽省,117.283042,31.86119
340100,合肥市,117.283042,31.86119
340200,芜湖市,118.376451,31.326319
340300,蚌埠市,117.363228,32.939667
340400,淮南市,117.018329,32.647574
340500,马鞍山市,118.507906,31.689362
340600,淮北市,116.794664,33.971707
340700,铜陵市,117.816576,30.929935
340800,安庆市,117.043551,30.50883
341000,黄山市,118.317325,29.709239
341100,滁州市,118.316264,32.303627
341200,阜阳市,115.819729,32.896969
341300,宿州市,116.984084,33.633891
341500,六安市,116.507676,31.752889
341600,亳州市,115.782939,33.869338
341700,池州市,117.489157,30.656037
341800,宣城市,118.757995,30.945667
340100,合肥市,117.283042,31.86119
340102,瑶海区,117.315358,31.86961
340103,庐阳区,117.283776,31.869011
340104,蜀山区,117.262072,31.855868
340111,包河区,117.285751,31.82956
340121,长丰县,117.164699,32.478548
340122,肥东县,117.463222,31.883992
340123,肥西县,117.166118,31.719646
340124,庐江县,117.289844,31.251488
340181,巢湖市,117.874155,31.600518
340200,芜湖市,118.376451,31.326319
340202,镜湖区,118.376343,31.32559
340203,弋江区,118.377476,31.313394
340207,鸠江区,118.400174,31.362716
340208,三山区,118.233987,31.225423
340221,芜湖县,118.572301,31.145262
340222,繁昌县,118.201349,31.080896
340223,南陵县,118.337104,30.919638
340225,无为县,117.911432,31.303075
340300,蚌埠市,117.363228,32.939667
340302,龙子湖区,117.382312,32.950452
340303,蚌山区,117.355789,32.938066
340304,禹会区,117.35259,32.931933
340311,淮上区,117.34709,32.963147
340321,怀远县,117.200171,32.956934
340322,五河县,117.888809,33.146202
340323,固镇县,117.315962,33.318679
340400,淮南市,117.018329,32.647574
340402,大通区,117.052927,32.632066
340403,田家庵区,117.018318,32.644342
340404,谢家集区,116.865354,32.598289
340405,八公山区,116.841111,32.628229
340406,潘集区,116.816879,32.782117
340421,凤台县,116.722769,32.705382
340500,马鞍山市,118.507906,31.689362
340503,花山区,118.511308,31.69902
340504,雨山区,118.493104,31.685912
340506,博望区,118.843742,31.562321
340521,当涂县,118.489873,31.556167
340522,含山县,118.105545,31.727758
340523,和县,118.362998,31.716634
340600,淮北市,116.794664,33.971707
340602,杜集区,116.833925,33.991218
340603,相山区,116.790775,33.970916
340604,烈山区,116.809465,33.889529
340621,濉溪县,116.767435,33.916407
340700,铜陵市,117.816576,30.929935
340702,铜官山区,117.818427,30.93182
340703,狮子山区,117.864094,30.946249
340711,郊区,117.80707,30.908927
340721,铜陵县,117.792288,30.952338
340800,安庆市,117.043551,30.50883
340802,迎江区,117.044965,30.506375
340803,大观区,117.034512,30.505632
340811,宜秀区,117.070003,30.541323
340822,怀宁县,116.828664,30.734994
340823,枞阳县,117.222027,30.700615
340824,潜山县,116.573666,30.638222
340825,太湖县,116.305225,30.451869
340826,宿松县,116.120204,30.158327
340827,望江县,116.690927,30.12491
340828,岳西县,116.360482,30.848502
340881,桐城市,116.959656,31.050576
341000,黄山市,118.317325,29.709239
341002,屯溪区,118.317354,29.709186
341003,黄山区,118.136639,30.294517
341004,徽州区,118.339743,29.825201
341021,歙县,118.428025,29.867748
341022,休宁县,118.188531,29.788878
341023,黟县,117.942911,29.923812
341024,祁门县,117.717237,29.853472
341100,滁州市,118.316264,32.303627
341102,琅琊区,118.316475,32.303797
341103,南谯区,118.296955,32.329841
341122,来安县,118.433293,32.450231
341124,全椒县,118.268576,32.09385
341125,定远县,117.683713,32.527105
341126,凤阳县,117.562461,32.867146
341181,天长市,119.011212,32.6815
341182,明光市,117.998048,32.781206
341200,阜阳市,115.819729,32.896969
341202,颍州区,115.813914,32.891238
341203,颍东区,115.858747,32.908861
341204,颍泉区,115.804525,32.924797
341221,临泉县,115.261688,33.062698
341222,太和县,115.627243,33.16229
341225,阜南县,115.590534,32.638102
341226,颍上县,116.259122,32.637065
341282,界首市,115.362117,33.26153
341300,宿州市,116.984084,33.633891
341302,埇桥区,116.983309,33.633853
341321,砀山县,116.351113,34.426247
341322,萧县,116.945399,34.183266
341323,灵璧县,117.551493,33.540629
341324,泗县,117.885443,33.47758
341500,六安市,116.507676,31.752889
341502,金安区,116.503288,31.754491
341503,裕安区,116.494543,31.750692
341521,寿县,116.785349,32.577304
341522,霍邱县,116.278875,32.341305
341523,舒城县,116.944088,31.462848
341524,金寨县,115.878514,31.681624
341525,霍山县,116.333078,31.402456
341600,亳州市,115.782939,33.869338
341602,谯城区,115.781214,33.869284
341621,涡阳县,116.211551,33.502831
341622,蒙城县,116.560337,33.260814
341623,利辛县,116.207782,33.143503
341700,池州市,117.489157,30.656037
341702,贵池区,117.488342,30.657378
341721,东至县,117.021476,30.096568
341722,石台县,117.482907,30.210324
341723,青阳县,117.857395,30.63818
341800,宣城市,118.757995,30.945667
341802,宣州区,118.758412,30.946003
341821,郎溪县,119.185024,31.127834
341822,广德县,119.417521,30.893116
341823,泾县,118.412397,30.685975
341824,绩溪县,118.594705,30.065267
341825,旌德县,118.543081,30.288057
341881,宁国市,118.983407,30.626529
350000,福建省,119.306239,26.075302
350100,福州市,119.306239,26.075302
350200,厦门市,118.11022,24.490474
350300,莆田市,119.007558,25.431011
350400,三明市,117.635001,26.265444
350500,泉州市,118.589421,24.908853
350600,漳州市,117.661801,24.510897
350700,南平市,118.178459,26.635627
350800,龙岩市,117.02978,25.091603
350900,宁德市,119.527082,26.65924
350100,福州市,119.306239,26.075302
350102,鼓楼区,119.29929,26.082284
350103,台江区,119.310156,26.058616
350104,仓山区,119.320988,26.038912
350105,马尾区,119.458725,25.991975
350111,晋安区,119.328597,26.078837
350121,闽侯县,119.145117,26.148567
350122,连江县,119.538365,26.202109
350123,罗源县,119.552645,26.487234
350124,闽清县,118.868416,26.223793
350125,永泰县,118.939089,25.864825
350128,平潭县,119.791197,25.503672
350181,福清市,119.376992,25.720402
350182,长乐市,119.510849,25.960583
350200,厦门市,118.11022,24.490474
350203,思明区,118.087828,24.462059
350205,海沧区,118.036364,24.492512
350206,湖里区,118.10943,24.512764
350211,集美区,118.100869,24.572874
350212,同安区,118.150455,24.729333
350213,翔安区,118.242811,24.637479
350300,莆田市,119.007558,25.431011
350302,城厢区,119.001028,25.433737
350303,涵江区,119.119102,25.459273
350304,荔城区,119.020047,25.430047
350305,秀屿区,119.092607,25.316141
350322,仙游县,118.694331,25.356529
350400,三明市,117.635001,26.265444
350402,梅列区,117.63687,26.269208
350403,三元区,117.607418,26.234191
350421,明溪县,117.201845,26.357375
350423,清流县,116.815821,26.17761
350424,宁化县,116.659725,26.259932
350425,大田县,117.849355,25.690803
350426,尤溪县,118.188577,26.169261
350427,沙县,117.789095,26.397361
350428,将乐县,117.473558,26.728667
350429,泰宁县,117.177522,26.897995
350430,建宁县,116.845832,26.831398
350481,永安市,117.364447,25.974075
350500,泉州市,118.589421,24.908853
350502,鲤城区,118.588929,24.907645
350503,丰泽区,118.605147,24.896041
350504,洛江区,118.670312,24.941153
350505,泉港区,118.912285,25.126859
350521,惠安县,118.798954,25.028718
350524,安溪县,118.186014,25.056824
350525,永春县,118.29503,25.320721
350526,德化县,118.242986,25.489004
350527,金门县,118.323221,24.436417
350581,石狮市,118.628402,24.731978
350582,晋江市,118.577338,24.807322
350583,南安市,118.387031,24.959494
350600,漳州市,117.661801,24.510897
350602,芗城区,117.656461,24.509955
350603,龙文区,117.671387,24.515656
350622,云霄县,117.340946,23.950486
350623,漳浦县,117.614023,24.117907
350624,诏安县,117.176083,23.710834
350625,长泰县,117.755913,24.621475
350626,东山县,117.427679,23.702845
350627,南靖县,117.365462,24.516425
350628,平和县,117.313549,24.366158
350629,华安县,117.53631,25.001416
350681,龙海市,117.817292,24.445341
350700,南平市,118.178459,26.635627
350702,延平区,118.178918,26.636079
350703,建阳区,118.12267,27.332067
350721,顺昌县,117.80771,26.792851
350722,浦城县,118.536822,27.920412
350723,光泽县,117.337897,27.542803
350724,松溪县,118.783491,27.525785
350725,政和县,118.858661,27.365398
350781,邵武市,117.491544,27.337952
350782,武夷山市,118.032796,27.751733
350783,建瓯市,118.321765,27.03502
350800,龙岩市,117.02978,25.091603
350802,新罗区,117.030721,25.0918
350803,永定区,116.732691,24.720442
350821,长汀县,116.361007,25.842278
350823,上杭县,116.424774,25.050019
350824,武平县,116.100928,25.08865
350825,连城县,116.756687,25.708506
350881,漳平市,117.42073,25.291597
350900,宁德市,119.527082,26.65924
350902,蕉城区,119.527225,26.659253
350921,霞浦县,120.005214,26.882068
350922,古田县,118.743156,26.577491
350923,屏南县,118.987544,26.910826
350924,寿宁县,119.506733,27.457798
350925,周宁县,119.338239,27.103106
350926,柘荣县,119.898226,27.236163
350981,福安市,119.650798,27.084246
350982,福鼎市,120.219761,27.318884
360000,江西省,115.892151,28.676493
360100,南昌市,115.892151,28.676493
360200,景德镇市,117.214664,29.29256
360300,萍乡市,113.852186,27.622946
360400,九江市,115.992811,29.712034
360500,新余市,114.930835,27.810834
360600,鹰潭市,117.033838,28.238638
360700,赣州市,114.940278,25.85097
360800,吉安市,114.986373,27.111699
360900,宜春市,114.391136,27.8043
361000,抚州市,116.358351,27.98385
361100,上饶市,117.971185,28.44442
360100,南昌市,115.892151,28.676493
360102,东湖区,115.889675,28.682988
360103,西湖区,115.91065,28.662901
360104,青云谱区,115.907292,28.635724
360105,湾里区,115.731324,28.714803
360111,青山湖区,115.949044,28.689292
360121,南昌县,115.942465,28.543781
360123,安义县,115.553109,28.841334
360124,进贤县,116.267671,28.365681
360200,景德镇市,117.214664,29.29256
360202,昌江区,117.195023,29.288465
360203,珠山区,117.214814,29.292812
360222,浮梁县,117.217611,29.352251
360281,乐平市,117.129376,28.967361
360300,萍乡市,113.852186,27.622946
360302,安源区,113.855044,27.625826
360313,湘东区,113.7456,27.639319
360321,莲花县,113.955582,27.127807
360322,上栗县,113.800525,27.877041
360323,芦溪县,114.041206,27.633633
360400,九江市,115.992811,29.712034
360402,庐山区,115.99012,29.676175
360403,浔阳区,115.995947,29.72465
360421,九江县,115.892977,29.610264
360423,武宁县,115.105646,29.260182
360424,修水县,114.573428,29.032729
360425,永修县,115.809055,29.018212
360426,德安县,115.762611,29.327474
360427,星子县,116.043743,29.456169
360428,都昌县,116.205114,29.275105
360429,湖口县,116.244313,29.7263
360430,彭泽县,116.55584,29.898865
360481,瑞昌市,115.669081,29.676599
360482,共青城市,115.805712,29.247884
360500,新余市,114.930835,27.810834
360502,渝水区,114.923923,27.819171
360521,分宜县,114.675262,27.811301
360600,鹰潭市,117.033838,28.238638
360602,月湖区,117.034112,28.239076
360622,余江县,116.822763,28.206177
360681,贵溪市,117.212103,28.283693
360700,赣州市,114.940278,25.85097
360702,章贡区,114.93872,25.851367
360703,南康区,114.756933,25.661721
360721,赣县,115.018461,25.865432
360722,信丰县,114.930893,25.38023
360723,大余县,114.362243,25.395937
360724,上犹县,114.540537,25.794284
360725,崇义县,114.307348,25.687911
360726,安远县,115.392328,25.134591
360727,龙南县,114.792657,24.90476
360728,定南县,115.03267,24.774277
360729,全南县,114.531589,24.742651
360730,宁都县,116.018782,26.472054
360731,于都县,115.411198,25.955033
360732,兴国县,115.351896,26.330489
360733,会昌县,115.791158,25.599125
360734,寻乌县,115.651399,24.954136
360735,石城县,116.342249,26.326582
360781,瑞金市,116.034854,25.875278
360800,吉安市,114.986373,27.111699
360802,吉州区,114.987331,27.112367
360803,青原区,115.016306,27.105879
360821,吉安县,114.905117,27.040042
360822,吉水县,115.134569,27.213445
360823,峡江县,115.319331,27.580862
360824,新干县,115.399294,27.755758
360825,永丰县,115.435559,27.321087
360826,泰和县,114.901393,26.790164
360827,遂川县,114.51689,26.323705
360828,万安县,114.784694,26.462085
360829,安福县,114.61384,27.382746
